X,Y,Theta
50,69,-3.14159
178,45,3.14159
158,11,-3.14159
176,40,-3.14159
142,72,-3.14159
157,34,2.09441
119,54,-3.14159
29,51,-3.14159
152,85,2.09441
166,80,-3.14159
94,50,3.14159
105,10,3.14159
118,9,1.04721
100,24,2.09441
166,87,9.81064e-06
70,47,-3.14159
18,21,3.14159
108,60,3.14159
41,18,-3.14159
136,11,1.04721
91,85,2.09441
6,71,2.09441
121,30,1.04721
145,89,-1.04719
30,0,-1.04719
0,9,9.81064e-06
64,50,9.81064e-06
96,35,1.04721
167,6,-1.04719
97,85,3.14159
102,47,3.14159
79,84,-2.09439
95,15,9.81064e-06
20,88,-1.04719
11,10,3.14159
170,5,2.09441
169,42,3.14159
97,9,-1.04719
67,76,-3.14159
97,74,1.04721
97,1,-1.04719
0,44,-1.04719
79,75,-3.14159
78,36,2.09441
137,37,-3.14159
163,68,-1.04719
166,38,-3.14159
46,43,1.04721
91,32,2.09441
172,82,2.09441
47,44,-2.09439
109,68,-2.09439
33,76,-2.09439
144,24,-2.09439
175,28,-1.04719
51,37,1.04721
12,32,3.14159
69,43,3.14159
145,17,3.14159
174,49,3.14159
53,29,-2.09439
49,48,3.14159
72,66,3.14159
10,48,-2.09439
120,71,-3.14159
171,41,9.81064e-06
173,22,9.81064e-06
57,70,3.14159
5,79,9.81064e-06
90,51,-2.09439
134,22,2.09441
179,86,-2.09439
24,20,-2.09439
71,46,1.04721
96,65,9.81064e-06
173,62,1.04721
17,15,2.09441
45,59,-3.14159
105,60,-1.04719
59,65,2.09441
124,10,-3.14159
168,56,1.04721
149,73,1.04721
32,1,3.14159
33,9,-3.14159
77,39,-2.09439
125,16,-2.09439
53,15,-3.14159
48,41,3.14159
85,42,-3.14159
27,76,-2.09439
19,7,2.09441
100,49,-1.04719
123,4,-2.09439
146,32,-2.09439
44,73,-2.09439
142,46,1.04721
61,79,3.14159
117,63,1.04721
143,74,-1.04719
43,1,-3.14159
44,67,1.04721
129,87,3.14159
168,40,2.09441
155,58,1.04721
155,49,1.04721
124,25,-1.04719
6,79,-2.09439
122,59,-2.09439
153,46,-1.04719
175,3,2.09441
46,15,-1.04719
57,54,2.09441
171,3,9.81064e-06
14,25,2.09441
127,17,2.09441
31,32,9.81064e-06
85,16,9.81064e-06
120,68,-3.14159
10,58,9.81064e-06
154,7,-1.04719
52,58,3.14159
118,29,2.09441
123,69,1.04721
123,30,1.04721
97,1,-3.14159
2,0,-1.04719
125,75,3.14159
30,0,-2.09439
174,22,-2.09439
4,6,-3.14159
147,40,1.04721
89,32,1.04721
71,61,-2.09439
68,36,1.04721
123,86,-1.04719
129,63,3.14159
161,13,-3.14159
131,77,3.14159
76,10,1.04721
31,12,2.09441
46,32,1.04721
6,68,-2.09439
110,58,-1.04719
34,30,-2.09439
149,49,2.09441
127,53,-3.14159
76,80,1.04721
156,1,3.14159
105,8,3.14159
163,33,-1.04719
127,4,3.14159
138,61,-3.14159
121,78,2.09441
90,63,3.14159
115,40,9.81064e-06
67,57,9.81064e-06
129,62,-2.09439
131,34,2.09441
156,57,-2.09439
45,73,9.81064e-06
62,49,9.81064e-06
83,50,-3.14159
169,81,9.81064e-06
39,69,1.04721
32,20,3.14159
78,87,1.04721
69,26,-2.09439
75,46,-1.04719
5,87,2.09441
8,7,3.14159
162,57,-1.04719
98,72,2.09441
6,14,2.09441
20,24,3.14159
160,56,-1.04719
129,84,-2.09439
20,7,3.14159
128,41,-3.14159
133,83,-1.04719
158,33,3.14159
97,60,-3.14159
64,44,3.14159
79,44,1.04721
44,0,1.04721
49,45,9.81064e-06
133,32,-1.04719
119,54,2.09441
151,2,1.04721
82,80,9.81064e-06
44,27,9.81064e-06
105,69,-1.04719
158,39,3.14159
88,53,2.09441
120,13,3.14159
161,35,2.09441
70,15,-2.09439
93,37,3.14159
98,20,3.14159
87,60,-2.09439
39,51,-2.09439
57,45,-3.14159
86,60,-1.04719
169,56,-3.14159
141,29,3.14159
165,18,-3.14159
173,33,3.14159
170,28,9.81064e-06
140,87,-2.09439
97,1,2.09441
30,4,3.14159
52,88,-1.04719
178,12,3.14159
16,49,-1.04719
43,38,-1.04719
112,43,2.09441
151,11,1.04721
138,89,-3.14159
140,52,-2.09439
26,9,-2.09439
7,3,3.14159
15,53,-2.09439
94,81,9.81064e-06
139,65,3.14159
148,39,-3.14159
42,58,-3.14159
11,21,1.04721
141,57,2.09441
152,69,9.81064e-06
37,84,-3.14159
87,24,1.04721
67,26,1.04721
8,57,3.14159
150,81,-2.09439
23,10,-3.14159
132,72,-1.04719
46,86,3.14159
115,65,2.09441
154,12,2.09441
70,55,9.81064e-06
2,2,2.09441
122,80,-3.14159
19,33,1.04721
13,13,-2.09439
114,44,3.14159
58,65,3.14159
75,45,-1.04719
99,31,9.81064e-06
156,81,-3.14159
36,58,-2.09439
158,7,-1.04719
90,37,9.81064e-06
169,76,3.14159
46,52,3.14159
50,4,-3.14159
169,30,-1.04719
127,35,1.04721
90,22,-3.14159
167,3,-1.04719
7,70,1.04721
32,39,3.14159
89,63,3.14159
25,77,-1.04719
155,50,9.81064e-06
11,66,-3.14159
148,17,9.81064e-06
170,43,-2.09439
51,67,2.09441
60,46,-3.14159
4,22,-3.14159
171,13,-3.14159
129,22,1.04721
78,7,1.04721
73,72,2.09441
15,60,2.09441
131,30,2.09441
18,84,-1.04719
128,65,9.81064e-06
169,48,9.81064e-06
145,27,1.04721
96,47,1.04721
119,12,1.04721
159,81,9.81064e-06
91,29,3.14159
159,7,-3.14159
162,79,2.09441
133,61,2.09441
8,56,2.09441
118,81,9.81064e-06
122,35,9.81064e-06
169,39,2.09441
176,63,3.14159
57,1,-3.14159
177,2,9.81064e-06
78,52,-1.04719
85,75,3.14159
155,87,-3.14159
7,36,-3.14159
135,3,3.14159
6,33,1.04721
113,20,-1.04719
49,38,1.04721
119,66,2.09441
160,36,2.09441
94,59,1.04721
14,30,3.14159
148,7,-2.09439
20,67,-1.04719
114,29,9.81064e-06
107,13,-2.09439
56,9,3.14159
9,61,9.81064e-06
165,27,-3.14159
113,16,1.04721
114,42,-3.14159
75,40,3.14159
6,66,9.81064e-06
127,74,1.04721
1,64,3.14159
149,16,1.04721
99,43,1.04721
51,73,-2.09439
104,9,-1.04719
46,35,-3.14159
16,26,-3.14159
115,64,9.81064e-06
38,17,1.04721
109,27,-2.09439
155,83,-2.09439
164,4,3.14159
21,47,9.81064e-06
52,16,1.04721
144,25,-3.14159
56,36,-2.09439
89,34,2.09441
34,64,9.81064e-06
78,52,3.14159
76,74,-3.14159
11,12,9.81064e-06
34,50,-2.09439
63,65,-3.14159
161,81,9.81064e-06
153,32,-1.04719
65,69,1.04721
2,84,1.04721
1,68,3.14159
129,21,-2.09439
128,39,-2.09439
31,1,-3.14159
12,78,1.04721
142,49,-1.04719
168,36,1.04721
140,46,9.81064e-06
69,53,-3.14159
48,75,3.14159
11,49,2.09441
95,42,1.04721
133,69,1.04721
21,75,2.09441
167,55,-1.04719
106,69,3.14159
132,8,-3.14159
115,88,2.09441
160,24,-3.14159
86,20,-3.14159
176,42,1.04721
151,72,9.81064e-06
85,48,9.81064e-06
15,40,-1.04719
93,87,-2.09439
106,5,3.14159
121,13,2.09441
12,50,3.14159
38,73,2.09441
9,0,-1.04719
41,85,-1.04719
107,7,1.04721
30,4,9.81064e-06
173,86,-3.14159
5,9,9.81064e-06
112,5,3.14159
76,15,2.09441
106,55,2.09441
14,75,-3.14159
76,15,9.81064e-06
178,22,1.04721
103,38,1.04721
43,78,1.04721
62,72,-1.04719
150,16,-2.09439
89,23,9.81064e-06
17,44,1.04721
50,87,3.14159
66,30,-2.09439
117,55,2.09441
49,72,9.81064e-06
32,83,2.09441
174,46,2.09441
54,23,1.04721
41,7,-1.04719
1,28,1.04721
101,17,9.81064e-06
83,87,9.81064e-06
7,35,1.04721
108,0,9.81064e-06
74,1,2.09441
106,59,3.14159
22,33,-1.04719
35,55,-1.04719
61,52,-1.04719
48,40,1.04721
13,77,3.14159
98,44,2.09441
31,82,9.81064e-06
135,8,9.81064e-06
41,87,9.81064e-06
145,35,3.14159
138,41,9.81064e-06
175,62,-2.09439
172,29,3.14159
64,70,9.81064e-06
41,15,3.14159
100,62,-3.14159
126,20,-2.09439
20,40,3.14159
88,28,-3.14159
30,56,-2.09439
123,6,-3.14159
106,71,9.81064e-06
139,4,-2.09439
64,29,-1.04719
10,41,-3.14159
2,88,-1.04719
172,86,-3.14159
106,16,-3.14159
20,61,3.14159
107,78,-2.09439
173,40,-2.09439
111,54,-2.09439
78,14,2.09441
143,69,9.81064e-06
144,38,2.09441
171,38,3.14159
88,47,-1.04719
118,23,1.04721
12,75,1.04721
128,5,3.14159
62,16,-2.09439
10,26,-2.09439
114,58,1.04721
179,67,2.09441
140,37,2.09441
149,51,9.81064e-06
60,57,-3.14159
159,3,2.09441
11,0,2.09441
46,31,3.14159
163,88,1.04721
112,25,1.04721
34,75,1.04721
40,70,2.09441
157,66,2.09441
30,37,-1.04719
73,9,-3.14159
35,35,-1.04719
167,43,-2.09439
38,67,3.14159
102,32,2.09441
102,21,2.09441
90,25,3.14159
46,84,-3.14159
14,53,3.14159
175,23,-1.04719
54,64,1.04721
76,21,-3.14159
37,25,9.81064e-06
21,67,9.81064e-06
132,2,2.09441
141,50,-1.04719
172,12,2.09441
72,85,2.09441
62,68,3.14159
80,5,3.14159
133,21,-2.09439
56,87,-3.14159
94,30,-2.09439
78,68,3.14159
158,9,9.81064e-06
63,47,-1.04719
41,61,1.04721
24,3,9.81064e-06
157,26,-1.04719
2,3,2.09441
114,8,-3.14159
100,67,-2.09439
60,60,2.09441
130,20,-2.09439
168,46,9.81064e-06
119,63,-3.14159
142,87,9.81064e-06
69,25,1.04721
122,61,9.81064e-06
148,1,9.81064e-06
149,16,-2.09439
178,48,-1.04719
101,48,9.81064e-06
110,2,-1.04719
104,82,-2.09439
121,87,9.81064e-06
111,79,9.81064e-06
44,81,1.04721
1,74,-1.04719
22,82,-1.04719
116,18,3.14159
171,5,-2.09439
98,88,3.14159
161,33,-1.04719
96,13,2.09441
31,73,3.14159
87,15,1.04721
92,89,3.14159
61,84,1.04721
144,70,-2.09439
110,63,3.14159
41,47,-2.09439
105,9,-2.09439
175,76,-1.04719
78,78,-1.04719
61,5,3.14159
55,86,2.09441
16,77,-1.04719
100,37,-2.09439
173,30,2.09441
102,6,9.81064e-06
28,15,-2.09439
158,32,-1.04719
159,87,-2.09439
144,41,-1.04719
43,8,3.14159
146,49,1.04721
50,3,2.09441
117,39,2.09441
99,29,-3.14159
7,64,-3.14159
177,33,-3.14159
16,30,-2.09439
37,52,-3.14159
165,2,2.09441
160,12,3.14159
89,79,-2.09439
24,25,-1.04719
55,25,-2.09439
146,18,-2.09439
176,9,2.09441
133,21,-1.04719
157,59,-3.14159
11,38,2.09441
97,50,2.09441
179,83,9.81064e-06
0,62,3.14159
19,23,-1.04719
163,30,9.81064e-06
103,45,3.14159
145,13,3.14159
59,1,-1.04719
22,58,-3.14159
104,30,9.81064e-06
56,57,3.14159
16,29,2.09441
89,63,9.81064e-06
95,85,-2.09439
19,62,-1.04719
168,78,1.04721
26,1,-3.14159
161,32,-2.09439
8,80,9.81064e-06
137,73,-1.04719
79,88,-3.14159
122,50,1.04721
105,86,-1.04719
1,4,2.09441
94,19,1.04721
64,86,-2.09439
83,14,3.14159
68,46,9.81064e-06
124,44,2.09441
63,32,2.09441
137,9,-3.14159
71,84,9.81064e-06
179,62,-1.04719
176,23,-2.09439
87,14,1.04721
5,12,9.81064e-06
154,36,-2.09439
48,56,9.81064e-06
20,64,2.09441
109,80,-2.09439
46,71,9.81064e-06
149,53,2.09441
174,33,9.81064e-06
20,0,-3.14159
104,33,2.09441
174,10,9.81064e-06
72,67,-1.04719
73,34,-1.04719
102,5,-3.14159
154,51,-2.09439
128,83,2.09441
66,89,1.04721
70,56,-2.09439
15,29,1.04721
91,6,2.09441
140,11,-3.14159
119,49,-1.04719
21,39,-2.09439
125,70,1.04721
95,87,3.14159
159,46,-1.04719
103,62,2.09441
179,9,9.81064e-06
152,53,1.04721
151,87,-3.14159
41,70,-3.14159
110,28,1.04721
138,31,-3.14159
50,17,3.14159
167,64,-2.09439
26,54,1.04721
153,21,-1.04719
18,3,1.04721
19,2,3.14159
177,69,-2.09439
14,63,-1.04719
33,37,9.81064e-06
45,20,1.04721
43,82,-3.14159
97,72,-3.14159
51,39,2.09441
81,82,9.81064e-06
153,5,-3.14159
91,57,-1.04719
63,54,-1.04719
11,18,9.81064e-06
43,2,-3.14159
96,76,-3.14159
30,71,1.04721
4,63,-1.04719
81,82,-2.09439
54,53,-2.09439
57,33,9.81064e-06
168,77,1.04721
9,82,-2.09439
139,57,-3.14159
169,33,2.09441
124,9,9.81064e-06
63,84,-2.09439
48,17,9.81064e-06
132,10,9.81064e-06
133,5,-1.04719
8,41,9.81064e-06
77,29,-1.04719
149,23,-2.09439
7,42,2.09441
38,65,3.14159
161,63,-3.14159
36,70,9.81064e-06
8,29,1.04721
124,62,1.04721
70,52,9.81064e-06
139,77,2.09441
46,80,9.81064e-06
73,56,3.14159
137,16,1.04721
52,66,-2.09439
30,7,-1.04719
156,50,-2.09439
103,17,2.09441
140,13,-2.09439
71,75,-1.04719
48,48,-1.04719
41,53,-1.04719
151,86,1.04721
10,82,1.04721
155,54,1.04721
114,8,9.81064e-06
90,1,2.09441
86,56,9.81064e-06
152,3,-2.09439
119,70,1.04721
56,28,-1.04719
119,11,-1.04719
2,84,3.14159
40,12,9.81064e-06
0,60,-2.09439
92,55,-2.09439
8,6,-1.04719
73,89,-2.09439
140,57,-3.14159
134,25,-1.04719
158,86,-1.04719
64,51,3.14159
104,31,-1.04719
28,38,-3.14159
68,42,1.04721
106,10,-3.14159
96,36,2.09441
15,55,-2.09439
95,25,1.04721
158,80,1.04721
153,9,3.14159
53,63,1.04721
76,35,1.04721
100,0,2.09441
101,75,1.04721
118,17,9.81064e-06
63,3,-2.09439
14,21,-3.14159
150,87,-1.04719
144,15,1.04721
74,1,3.14159
10,83,1.04721
59,45,3.14159
74,32,2.09441
116,36,-3.14159
26,81,2.09441
56,29,-2.09439
75,89,9.81064e-06
147,22,1.04721
114,36,2.09441
155,6,3.14159
64,63,3.14159
63,5,9.81064e-06
145,38,-1.04719
100,43,3.14159
60,68,-2.09439
14,0,3.14159
66,74,1.04721
91,77,-3.14159
28,31,1.04721
34,50,1.04721
35,24,3.14159
105,74,-2.09439
8,79,2.09441
153,34,2.09441
164,3,3.14159
169,86,9.81064e-06
116,15,9.81064e-06
144,66,1.04721
130,20,9.81064e-06
35,8,3.14159
64,48,3.14159
75,43,1.04721
34,38,-2.09439
169,34,1.04721
89,22,1.04721
153,59,1.04721
25,57,-1.04719
67,46,1.04721
47,17,-2.09439
44,27,-2.09439
64,75,-2.09439
3,73,-3.14159
171,2,3.14159
65,13,2.09441
79,76,2.09441
97,4,9.81064e-06
143,51,-2.09439
77,77,1.04721
82,49,9.81064e-06
116,8,3.14159
161,34,3.14159
81,54,-2.09439
81,83,9.81064e-06
108,32,9.81064e-06
99,46,-2.09439
85,0,-1.04719
26,85,1.04721
133,49,-3.14159
61,88,1.04721
33,45,-1.04719
117,8,1.04721
25,35,9.81064e-06
80,50,9.81064e-06
171,39,-3.14159
52,60,-3.14159
13,9,1.04721
159,57,1.04721
81,43,2.09441
6,62,-2.09439
177,60,-1.04719
72,79,-1.04719
63,68,3.14159
58,21,-2.09439
4,38,-1.04719
178,87,9.81064e-06
136,47,-2.09439
101,63,-3.14159
59,70,-3.14159
17,74,3.14159
78,6,3.14159
156,37,-3.14159
160,3,-2.09439
88,3,1.04721
90,53,9.81064e-06
41,84,3.14159
96,23,-3.14159
149,6,-1.04719
126,55,3.14159
0,8,9.81064e-06
13,76,-3.14159
71,74,1.04721
114,54,9.81064e-06
178,3,-2.09439
49,34,-2.09439
92,42,-1.04719
142,76,-3.14159
162,69,2.09441
110,77,2.09441
37,38,-3.14159
68,29,2.09441
44,59,-1.04719
45,2,1.04721
160,79,-3.14159
123,40,9.81064e-06
14,59,2.09441
162,52,-1.04719
28,19,3.14159
122,79,1.04721
28,0,1.04721
153,63,2.09441
133,74,2.09441
5,14,2.09441
103,22,-2.09439
177,52,-3.14159
92,48,-1.04719
31,34,-3.14159
130,29,3.14159
166,80,2.09441
47,25,2.09441
44,57,3.14159
20,52,2.09441
84,84,-1.04719
175,19,-1.04719
60,2,1.04721
96,35,-1.04719
31,40,-2.09439
70,12,-3.14159
48,24,2.09441
49,48,-1.04719
9,37,3.14159
22,69,-1.04719
43,58,2.09441
178,82,-2.09439
156,30,-2.09439
63,46,-1.04719
143,46,-3.14159
115,61,-2.09439
93,3,-2.09439
153,71,-1.04719
169,53,-3.14159
128,59,9.81064e-06
143,16,-1.04719
131,6,9.81064e-06
96,62,-1.04719
15,13,9.81064e-06
9,2,-3.14159
159,78,9.81064e-06
71,83,9.81064e-06
66,87,1.04721
127,40,1.04721
33,46,-3.14159
4,48,2.09441
105,49,-3.14159
165,10,-2.09439
156,20,3.14159
103,1,-1.04719
3,69,2.09441
160,20,2.09441
148,28,2.09441
127,46,-1.04719
133,30,-2.09439
113,17,-2.09439
22,61,-3.14159
11,77,-2.09439
88,37,2.09441
124,28,3.14159
99,50,-3.14159
156,28,-2.09439
6,4,-1.04719
52,68,-3.14159
27,74,3.14159
21,28,2.09441
132,43,1.04721
110,88,1.04721
159,30,9.81064e-06
38,64,1.04721
21,14,-1.04719
129,41,-3.14159
172,26,9.81064e-06
157,9,1.04721
78,85,1.04721
125,37,-1.04719
66,30,-3.14159
136,86,1.04721
170,37,-2.09439
28,88,3.14159
77,18,-1.04719
153,23,3.14159
133,64,2.09441
117,33,1.04721
165,60,3.14159
114,84,3.14159
114,21,3.14159
1,71,-1.04719
61,71,-1.04719
150,43,2.09441
163,48,-3.14159
120,69,3.14159
177,36,9.81064e-06
48,11,9.81064e-06
54,4,-1.04719
115,71,2.09441
47,40,-3.14159
59,89,-3.14159
155,6,2.09441
171,34,3.14159
112,56,2.09441
176,12,-2.09439
77,43,-1.04719
38,52,2.09441
14,67,9.81064e-06
157,9,-3.14159
13,62,-3.14159
148,12,9.81064e-06
16,61,1.04721
18,54,2.09441
178,63,1.04721
130,52,1.04721
32,86,2.09441
60,54,-3.14159
80,68,-1.04719
33,79,3.14159
152,2,3.14159
88,39,3.14159
99,23,-2.09439
144,85,9.81064e-06
12,88,-3.14159
73,63,3.14159
42,31,-2.09439
51,26,2.09441
172,61,-1.04719
79,12,2.09441
108,84,9.81064e-06
65,82,2.09441
140,0,9.81064e-06
27,63,9.81064e-06
68,72,1.04721
148,45,1.04721
79,65,1.04721
0,52,-1.04719
66,40,9.81064e-06
160,42,9.81064e-06
72,21,-3.14159
14,68,1.04721
69,85,-2.09439
130,77,2.09441
23,84,-3.14159
156,74,9.81064e-06
134,6,3.14159
127,21,2.09441
154,64,3.14159
90,9,-1.04719
101,78,1.04721
110,71,2.09441
149,41,-1.04719
20,55,-3.14159
4,14,-3.14159
150,2,-1.04719
167,7,-1.04719
53,23,-3.14159
30,20,-1.04719
128,47,-1.04719
63,55,-2.09439
67,41,2.09441
154,9,3.14159
158,86,2.09441
157,61,3.14159
46,48,1.04721
146,35,-2.09439
175,24,-2.09439
57,13,-1.04719
124,82,-3.14159
63,31,1.04721
61,81,-3.14159
122,28,-1.04719
81,56,2.09441
118,31,-1.04719
123,67,3.14159
33,83,3.14159
73,3,3.14159
47,36,9.81064e-06
171,74,2.09441
121,8,-3.14159
122,88,-3.14159
50,86,-1.04719
4,74,-1.04719
174,36,9.81064e-06
126,48,3.14159
159,63,3.14159
36,69,-2.09439
1,16,-3.14159
143,81,9.81064e-06
8,4,-1.04719
85,7,3.14159
64,85,2.09441
5,20,-2.09439
6,59,1.04721
70,1,1.04721
57,54,1.04721
91,58,-2.09439
53,66,-3.14159
79,62,-3.14159
126,53,1.04721
17,25,9.81064e-06
25,7,-3.14159
114,81,9.81064e-06
64,38,3.14159
35,2,3.14159
65,5,-1.04719
136,35,-2.09439
35,79,-2.09439
0,27,2.09441
35,7,1.04721
25,67,1.04721
94,41,9.81064e-06
109,48,3.14159
93,67,-2.09439
135,46,-2.09439
66,75,-3.14159
131,49,2.09441
103,30,1.04721
168,44,-1.04719
15,61,3.14159
159,71,9.81064e-06
85,36,-2.09439
21,10,9.81064e-06
90,45,1.04721
18,1,9.81064e-06
51,62,-3.14159
102,2,2.09441
135,56,3.14159
79,7,2.09441
146,78,2.09441
66,10,9.81064e-06
149,41,1.04721
179,36,3.14159
158,39,9.81064e-06
95,20,-3.14159
172,60,9.81064e-06
131,45,3.14159
126,75,3.14159
56,66,9.81064e-06
167,66,-3.14159
118,23,-2.09439
145,43,-1.04719
85,71,9.81064e-06
58,29,1.04721
155,43,-1.04719
81,54,-3.14159
144,64,2.09441
0,86,-3.14159
172,2,1.04721
6,89,-1.04719
148,70,-3.14159
63,19,-1.04719
108,47,-3.14159
155,33,3.14159
89,74,3.14159
103,32,1.04721
7,69,-1.04719
106,5,1.04721
0,17,-2.09439
165,24,-1.04719
78,57,2.09441
51,86,3.14159
26,78,-3.14159
92,80,-3.14159
41,2,-3.14159
9,19,1.04721
18,15,9.81064e-06
87,70,2.09441
15,52,-3.14159
88,46,-3.14159
107,20,-2.09439
130,37,-3.14159
178,83,1.04721
175,76,-3.14159
145,62,3.14159
73,23,2.09441
150,89,2.09441
125,48,2.09441
14,14,-3.14159
88,32,-2.09439
25,44,9.81064e-06
7,24,2.09441
128,73,-1.04719
95,52,-3.14159
163,18,3.14159
117,3,-1.04719
88,81,-3.14159
166,87,2.09441
145,29,1.04721
177,38,-3.14159
51,52,2.09441
145,40,1.04721
132,24,2.09441
110,85,2.09441
46,64,3.14159
129,64,2.09441
121,26,2.09441
149,72,9.81064e-06
35,13,-1.04719
104,16,-1.04719
115,40,1.04721
96,10,9.81064e-06
20,25,9.81064e-06
31,33,1.04721
64,59,-2.09439
153,50,1.04721
161,14,1.04721
86,51,2.09441
85,62,1.04721
89,39,-3.14159
158,11,9.81064e-06
12,68,-3.14159
136,75,3.14159
73,78,-1.04719
23,39,-1.04719
141,4,2.09441
24,89,-3.14159
39,55,3.14159
108,18,9.81064e-06
37,83,-2.09439
83,48,2.09441
52,34,-2.09439
82,85,-1.04719
136,25,3.14159
65,43,9.81064e-06
25,54,9.81064e-06
103,47,-1.04719
35,40,1.04721
98,60,-1.04719
106,74,9.81064e-06
8,85,-3.14159
176,51,-1.04719
120,1,-2.09439
23,43,3.14159
139,55,9.81064e-06
112,11,-2.09439
114,53,9.81064e-06
81,29,-2.09439
66,45,-3.14159
13,7,9.81064e-06
166,61,3.14159
95,15,2.09441
158,15,-1.04719
55,85,2.09441
87,41,-1.04719
50,53,2.09441
67,84,-2.09439
46,16,3.14159
162,10,3.14159
153,4,2.09441
179,72,9.81064e-06
137,86,-3.14159
95,38,9.81064e-06
2,7,2.09441
177,66,2.09441
155,62,-3.14159
128,25,3.14159
57,85,3.14159
28,36,2.09441
125,1,-1.04719
79,82,-3.14159
53,77,9.81064e-06
145,72,3.14159
93,50,9.81064e-06
156,18,-2.09439
78,26,2.09441
52,50,-1.04719
57,88,-2.09439
19,11,3.14159
60,14,-3.14159
140,9,2.09441
0,85,-2.09439
40,3,1.04721
65,3,-2.09439
135,56,1.04721
49,44,-3.14159
26,3,3.14159
152,67,2.09441
152,12,1.04721
55,19,-3.14159
2,62,-3.14159
114,59,3.14159
15,64,-2.09439
1,55,-2.09439
141,3,2.09441
26,19,1.04721
163,25,9.81064e-06
159,44,-3.14159
31,2,1.04721
111,88,1.04721
143,66,9.81064e-06
19,51,1.04721
102,64,3.14159
43,44,2.09441
17,71,3.14159
170,40,2.09441
117,42,2.09441
106,11,2.09441
142,21,9.81064e-06
75,24,-2.09439
65,9,-1.04719
109,21,-2.09439
57,83,9.81064e-06
98,39,-2.09439
93,57,2.09441
38,7,1.04721
177,39,-3.14159
105,57,-2.09439
70,54,-2.09439
133,4,-3.14159
114,44,1.04721
148,23,1.04721
50,29,-3.14159
102,24,9.81064e-06
2,24,-1.04719
53,76,-2.09439
52,81,3.14159
40,50,-1.04719
35,60,9.81064e-06
64,11,1.04721
87,53,2.09441
28,71,-3.14159
142,44,3.14159
106,31,1.04721
161,85,-1.04719
45,83,-1.04719
90,49,3.14159
12,87,-3.14159
70,0,-3.14159
43,80,-1.04719
150,70,9.81064e-06
87,1,9.81064e-06
59,53,9.81064e-06
22,26,2.09441
24,89,2.09441
85,86,9.81064e-06
97,61,1.04721
166,30,3.14159
83,18,-3.14159
129,10,1.04721
129,50,-2.09439
40,62,3.14159
59,81,-2.09439
52,87,9.81064e-06
85,89,-2.09439
75,17,3.14159
72,4,-1.04719
5,9,1.04721
31,85,-2.09439
5,25,1.04721
143,65,2.09441
21,88,-2.09439
20,29,-2.09439
53,85,-1.04719
123,67,1.04721
95,1,9.81064e-06
7,49,3.14159
6,77,9.81064e-06
39,13,9.81064e-06
113,15,-2.09439
95,75,-2.09439
157,19,1.04721
128,26,1.04721
125,64,-2.09439
72,55,1.04721
84,3,9.81064e-06
105,37,1.04721
37,31,2.09441
176,37,3.14159
60,69,-2.09439
24,13,-2.09439
97,65,-3.14159
83,39,-2.09439
75,61,-3.14159
171,76,2.09441
19,60,3.14159
80,47,-1.04719
117,71,9.81064e-06
119,46,1.04721
123,70,1.04721
70,76,3.14159
107,63,-2.09439
84,43,2.09441
107,41,-2.09439
14,50,9.81064e-06
88,72,-1.04719
121,23,9.81064e-06
57,34,-3.14159
132,33,-1.04719
99,23,3.14159
99,72,-1.04719
100,41,2.09441
153,89,3.14159
45,59,9.81064e-06
118,84,1.04721
117,65,2.09441
89,77,-2.09439
50,56,9.81064e-06
76,0,9.81064e-06
113,79,1.04721
154,8,-3.14159
44,52,2.09441
45,46,-1.04719
165,81,-2.09439
65,87,3.14159
22,12,2.09441
83,4,-2.09439
154,75,-3.14159
8,1,-1.04719
84,69,1.04721
78,26,-1.04719
45,0,9.81064e-06
47,40,-2.09439
29,77,2.09441
41,18,9.81064e-06
150,70,3.14159
71,73,3.14159
59,17,3.14159
173,81,-1.04719
61,54,3.14159
84,58,9.81064e-06
151,54,3.14159
77,16,2.09441
17,85,1.04721
142,83,-2.09439
23,20,-2.09439
53,7,1.04721
178,75,2.09441
133,34,-1.04719
141,70,-2.09439
33,54,3.14159
126,60,-2.09439
33,51,1.04721
14,21,2.09441
16,15,9.81064e-06
100,49,9.81064e-06
165,77,9.81064e-06
36,21,9.81064e-06
29,30,-2.09439
13,24,2.09441
41,59,-1.04719
29,18,-3.14159
20,40,-2.09439
131,67,1.04721
150,44,9.81064e-06
133,13,2.09441
18,27,3.14159
109,65,2.09441
131,63,2.09441
168,7,-1.04719
60,49,-2.09439
113,19,1.04721
178,29,-3.14159
88,3,-3.14159
107,15,3.14159
145,15,-2.09439
97,39,9.81064e-06
107,47,-2.09439
13,40,-1.04719
129,6,-3.14159
57,41,9.81064e-06
103,19,-1.04719
7,45,9.81064e-06
104,89,-3.14159
174,82,3.14159
152,33,9.81064e-06
11,26,-1.04719
33,39,-2.09439
10,49,9.81064e-06
26,37,3.14159
66,17,-2.09439
39,48,9.81064e-06
171,53,3.14159
139,9,1.04721
10,49,3.14159
68,32,3.14159
119,17,9.81064e-06
168,45,-2.09439
177,3,-1.04719
122,29,-2.09439
81,10,2.09441
86,0,2.09441
43,34,-3.14159
2,67,-1.04719
144,56,-2.09439
102,9,-1.04719
25,7,-2.09439
42,49,-1.04719
69,9,-3.14159
23,86,-3.14159
91,68,-1.04719
168,8,2.09441
47,1,1.04721
9,82,1.04721
24,38,3.14159
149,13,1.04721
27,47,1.04721
