X,Y
168,75
50,59
92,16
80,64
80,42
89,35
88,55
8,26
63,54
108,82
175,85
14,81
128,55
76,80
120,12
156,60
92,58
171,19
50,44
83,10
85,30
163,45
84,39
58,18
20,11
164,30
122,61
75,31
87,56
0,86
73,56
129,17
97,59
123,89
117,47
13,66
76,31
143,62
169,56
131,75
57,81
113,55
126,77
126,72
76,61
41,19
88,20
171,65
93,15
83,36
30,41
163,83
38,50
175,83
70,6
78,11
0,3
19,45
103,10
170,50
54,75
41,21
39,52
125,0
54,65
87,51
94,64
54,28
149,2
41,31
64,81
78,1
92,69
138,63
52,77
147,27
115,61
118,73
113,25
26,19
84,43
28,14
2,5
88,37
163,59
174,78
6,57
75,83
159,0
4,74
160,29
142,85
163,9
37,85
46,37
51,17
72,87
119,4
105,84
120,11
8,43
9,65
32,8
94,50
127,16
4,69
150,5
35,18
17,75
95,49
14,35
73,12
117,70
71,34
7,86
131,74
61,87
49,16
172,9
146,24
16,52
59,2
82,78
152,43
63,43
150,33
122,45
73,10
121,81
133,79
9,47
9,74
20,39
125,64
174,51
134,82
148,48
19,74
95,45
54,30
83,26
75,26
165,81
40,28
155,40
78,40
85,70
166,61
101,65
176,47
99,48
154,37
142,37
90,28
100,38
58,64
50,76
128,16
137,27
174,7
75,41
15,71
40,34
41,67
55,79
144,56
73,73
74,29
163,49
119,61
119,53
130,63
135,52
103,4
72,88
69,7
133,45
27,27
18,85
168,79
146,52
146,88
123,14
3,9
71,13
114,42
18,28
20,62
143,50
50,10
8,74
28,76
179,52
117,45
99,41
22,79
143,84
53,87
95,20
162,20
142,30
22,23
53,8
140,28
51,20
75,17
50,53
171,76
121,85
136,37
35,62
51,38
69,16
72,72
125,72
49,42
127,45
89,74
167,40
58,54
88,11
93,52
141,71
96,44
89,67
171,75
15,45
128,78
83,71
115,59
166,8
148,63
111,87
65,77
138,12
38,67
30,72
60,9
149,65
88,73
70,38
79,8
120,36
10,20
69,49
20,89
8,58
44,83
84,10
54,4
6,24
162,14
58,39
93,4
156,31
112,41
89,87
88,86
73,36
23,51
131,56
34,32
168,86
82,11
66,13
52,22
72,10
0,48
70,60
153,79
100,61
139,45
28,84
52,74
87,11
120,21
151,45
86,84
134,86
140,61
51,54
75,15
121,10
172,89
114,87
99,30
6,8
113,54
7,28
164,78
116,87
57,47
114,78
21,71
18,78
52,29
36,20
165,17
83,1
16,83
10,86
47,81
37,82
47,11
156,38
119,46
137,20
6,14
39,74
72,38
20,46
179,3
5,58
92,64
153,62
40,47
175,89
29,9
25,79
92,65
149,59
91,68
96,75
33,79
112,14
16,15
40,49
140,71
42,27
34,59
17,6
166,34
19,62
35,43
131,78
43,24
103,79
138,34
65,37
161,69
178,28
3,48
52,35
19,52
10,69
62,1
41,16
135,0
161,4
43,70
135,21
84,28
21,77
77,9
144,66
120,80
9,43
114,83
55,27
160,14
157,14
129,32
147,74
139,14
84,36
18,9
121,43
114,65
93,35
66,57
67,55
121,42
110,83
18,57
101,63
97,55
20,34
105,4
81,37
105,43
77,86
176,51
117,60
143,59
30,18
37,25
164,62
143,11
158,68
123,73
163,32
6,75
140,76
94,86
12,48
104,26
74,28
23,50
155,43
148,47
89,1
99,47
106,17
150,49
84,21
22,11
140,36
123,28
107,46
5,40
137,58
49,19
137,61
36,82
123,10
147,82
154,40
129,78
132,45
88,15
65,87
173,28
126,80
34,83
47,68
11,44
158,25
44,41
37,0
90,89
68,1
162,37
83,62
15,14
48,27
107,34
2,58
23,65
129,56
69,69
62,60
115,81
8,60
107,33
108,70
140,0
126,32
176,73
58,68
68,54
66,82
150,84
167,67
107,42
52,54
98,16
56,33
5,50
46,88
171,47
30,76
52,7
2,23
46,47
178,83
3,74
54,68
128,49
0,67
41,72
20,86
3,79
144,78
81,65
62,18
74,75
39,17
133,50
128,25
36,17
45,37
95,74
28,75
132,46
106,49
79,70
44,21
89,80
89,9
91,59
26,56
32,31
91,53
15,76
104,24
96,19
81,19
64,32
9,79
175,60
38,32
39,59
131,4
111,37
131,57
106,66
66,53
100,63
104,83
155,15
103,19
86,70
61,28
84,66
4,5
74,15
57,71
115,20
177,87
11,68
18,76
16,32
158,0
121,41
160,6
8,52
80,5
117,23
122,47
49,71
176,24
81,35
27,49
36,14
41,51
96,1
94,0
25,65
107,74
167,27
24,52
133,84
16,82
71,47
78,71
166,64
96,33
162,53
150,87
109,64
54,34
86,39
52,83
107,6
136,7
28,12
18,11
132,69
178,60
101,69
104,67
97,33
45,13
72,14
2,42
58,76
139,33
116,38
25,12
139,73
131,49
15,47
63,51
47,34
20,71
100,4
126,68
124,10
91,66
111,64
75,27
113,36
169,28
89,50
101,67
118,16
53,45
42,50
96,72
93,47
173,66
1,79
65,34
16,12
32,1
105,62
93,23
47,22
16,37
131,60
171,45
120,73
116,27
21,63
176,14
10,19
44,3
105,35
148,4
102,67
58,50
77,43
137,43
46,43
155,10
59,12
14,72
144,38
146,39
176,58
126,88
177,79
102,86
164,86
175,15
85,66
54,77
67,86
87,67
11,57
179,40
14,5
47,43
70,17
56,2
70,34
40,33
58,19
126,81
178,76
27,52
98,65
103,77
17,21
69,28
2,61
59,81
136,79
146,32
26,78
95,63
139,7
101,15
45,45
105,22
35,77
37,47
105,81
92,80
108,87
162,26
52,51
153,26
179,14
82,46
44,85
131,25
85,35
172,55
69,68
120,64
46,86
161,0
39,44
133,25
66,60
24,8
37,70
138,64
162,5
33,31
41,35
153,77
140,68
91,29
68,61
80,43
15,55
128,84
93,19
177,43
10,8
0,65
97,63
133,23
101,51
129,72
96,62
117,10
66,85
14,50
88,84
4,39
166,18
68,31
141,17
148,41
49,2
170,35
158,33
112,89
132,8
32,26
96,5
138,36
97,17
124,8
114,84
82,39
118,29
123,56
95,57
166,84
97,1
57,87
101,46
134,69
129,19
70,65
36,26
113,82
87,21
65,35
35,39
160,7
37,77
67,45
157,59
52,78
96,66
37,6
37,16
103,80
73,15
143,72
125,88
58,12
81,38
134,54
159,45
12,79
45,89
40,59
123,87
50,81
98,23
75,43
42,80
26,54
87,49
38,12
51,49
154,9
45,9
131,77
13,29
100,65
174,30
167,73
120,88
1,21
67,74
52,69
117,4
78,81
97,88
144,76
74,35
18,39
86,80
162,89
169,15
103,61
60,37
161,39
156,17
43,59
47,7
4,43
93,0
94,53
108,64
157,44
149,55
100,51
79,12
58,70
140,42
55,9
92,1
15,37
92,34
40,71
88,53
98,21
126,11
19,51
30,30
43,5
19,2
54,15
106,46
48,84
5,49
155,70
157,79
70,44
126,19
81,77
36,79
37,21
164,17
48,19
33,68
150,71
156,44
132,88
86,18
35,48
108,53
107,25
0,10
168,6
84,0
78,62
17,45
104,4
79,55
123,37
123,31
72,51
78,26
72,39
62,23
112,77
139,21
47,69
141,79
66,30
27,80
25,87
78,38
127,70
3,35
107,78
149,37
48,0
49,32
132,77
69,35
65,38
153,64
164,70
35,0
8,72
75,86
26,88
113,76
49,22
130,8
138,70
168,19
127,47
92,35
168,31
123,71
97,78
154,18
18,74
39,4
93,48
66,76
93,40
80,70
149,1
74,7
125,75
2,13
55,58
127,32
8,38
132,18
118,72
55,77
139,57
59,4
150,29
22,47
59,88
121,7
156,84
86,59
11,17
55,7
68,76
61,88
25,77
169,10
108,34
167,84
148,82
126,75
112,85
4,23
56,87
34,63
81,89
68,14
14,6
38,61
34,43
24,23
114,79
175,23
78,33
150,13
99,86
46,76
145,69
7,10
153,7
38,16
155,23
139,12
163,16
125,63
54,32
102,87
106,60
4,21
88,80
151,72
115,89
57,73
13,14
130,36
106,25
28,6
11,25
59,35
158,45
7,84
7,88
126,43
11,45
153,44
177,38
6,78
83,40
163,38
80,40
22,36
177,63
19,61
90,16
7,78
70,7
179,48
31,57
69,76
18,29
154,27
105,54
40,61
142,10
60,46
141,43
48,31
62,26
9,45
85,83
106,31
22,27
28,20
178,38
141,6
120,75
53,80
123,75
71,74
166,39
154,39
87,25
56,75
121,60
126,84
79,2
176,23
160,81
152,50
159,64
164,77
2,19
87,89
162,82
71,83
119,16
18,14
156,69
135,47
152,88
27,54
40,29
165,57
139,18
161,75
107,80
37,80
128,3
60,11
158,10
71,33
24,35
148,7
30,84
38,49
28,52
137,7
61,23
66,40
124,7
130,18
131,43
25,20
4,16
16,14
163,8
44,88
134,2
163,80
146,64
10,89
43,39
59,59
134,24
94,66
90,1
46,62
15,20
160,31
13,77
151,6
90,83
80,26
31,66
67,28
77,5
142,7
137,25
22,8
46,7
64,3
43,89
165,12
164,5
178,47
152,71
70,15
39,19
25,73
148,42
57,6
176,55
1,65
37,14
60,34
43,13
110,49
58,85
133,82
115,73
29,25
48,63
67,43
118,23
105,25
36,23
172,33
79,54
95,41
2,66
12,57
38,55
144,1
29,2
19,6
32,32
132,44
36,65
38,53
130,60
139,13
32,55
77,12
33,51
21,29
15,24
13,34
19,84
113,20
124,51
73,25
148,60
71,19
58,48
40,1
123,45
48,34
170,0
75,84
43,72
29,84
62,9
122,81
77,82
91,43
13,65
14,60
176,5
62,32
146,87
177,34
71,72
17,50
54,43
121,53
131,17
152,81
153,48
54,55
3,58
77,42
135,82
154,19
6,50
91,35
123,44
132,79
150,69
123,32
176,65
50,15
14,45
148,73
32,63
176,84
5,83
132,55
163,18
77,15
34,22
142,68
67,3
123,54
33,74
171,68
170,13
28,60
65,45
110,10
70,35
95,34
63,25
147,45
2,54
161,71
120,43
30,47
44,36
43,31
141,16
141,34
60,55
61,80
4,82
78,84
171,13
20,51
17,72
52,59
88,85
33,12
59,24
98,20
39,73
105,82
134,56
103,63
53,20
35,6
61,16
22,60
141,32
31,37
113,42
136,59
139,22
159,71
22,24
75,80
61,76
168,17
16,81
159,47
175,61
76,1
70,12
81,86
1,76
10,51
121,40
125,42
88,81
24,75
105,10
179,60
53,62
73,29
3,88
71,22
115,51
40,58
11,21
100,80
47,21
54,80
118,64
96,61
74,57
114,68
16,20
128,12
122,66
149,38
176,63
9,19
71,70
33,1
13,30
55,47
22,12
14,70
85,64
77,22
116,40
6,77
171,34
1,54
58,28
107,26
15,69
164,68
99,51
169,12
121,33
76,39
132,34
119,43
14,2
90,52
170,26
54,16
126,69
58,49
59,80
65,58
6,85
26,6
52,55
133,2
106,37
34,53
114,15
124,2
93,83
30,19
13,51
167,26
170,81
30,10
37,76
103,69
22,15
87,74
2,85
60,36
8,49
94,69
85,26
126,76
175,65
176,39
84,7
100,88
96,77
4,13
47,49
153,86
59,23
113,40
11,60
131,23
75,79
96,52
92,68
87,36
108,31
56,37
55,5
169,29
109,29
173,82
48,55
66,29
95,78
145,15
30,48
27,74
30,50
169,31
150,19
122,88
90,39
112,51
106,73
146,56
31,15
142,31
161,41
42,36
175,70
60,19
102,39
43,6
111,71
162,74
71,3
132,47
3,16
126,39
62,28
15,85
177,30
15,61
8,71
59,78
51,71
31,74
91,17
8,17
50,51
20,48
63,31
33,43
37,18
51,35
107,66
40,68
62,61
67,67
51,46
104,76
57,63
69,15
85,57
147,14
178,57
88,18
62,11
104,16
14,37
124,20
164,64
36,37
174,5
33,10
169,4
86,51
78,86
38,48
6,45
26,16
138,45
115,21
38,73
75,9
130,62
145,9
91,22
164,37
91,30
151,74
152,6
137,5
167,2
21,82
32,18
24,40
87,75
48,72
119,31
159,60
57,78
52,57
36,84
134,0
12,26
101,5
47,82
94,30
76,47
96,0
120,7
64,16
17,14
86,68
161,64
127,15
21,15
23,35
118,17
64,0
132,7
117,86
31,65
37,13
10,88
172,42
26,14
152,45
67,79
134,15
81,27
23,6
139,88
48,51
140,19
128,66
154,3
171,29
147,33
138,42
67,38
7,56
161,28
136,41
134,48
164,75
134,1
179,53
145,20
11,24
153,73
138,49
87,31
80,35
153,20
66,77
162,56
163,31
23,5
40,55
42,78
96,2
163,87
99,59
69,81
68,83
93,59
177,5
80,31
163,54
167,52
12,45
175,69
4,40
177,3
32,23
142,44
139,37
116,50
144,72
146,38
178,66
93,89
110,44
120,46
177,45
142,77
126,33
150,4
112,7
41,44
152,31
113,11
102,68
174,81
43,7
151,67
108,17
177,28
113,13
135,44
177,88
1,25
93,66
2,38
61,44
12,32
101,22
22,35
29,59
155,71
39,33
169,84
53,37
166,67
65,33
46,28
56,28
87,24
155,32
72,33
171,28
21,88
70,41
7,17
117,76
20,26
143,18
121,35
176,10
158,59
111,60
114,71
162,9
138,61
100,49
19,57
148,37
121,68
48,62
82,72
94,4
22,66
104,74
36,58
7,54
70,33
42,39
116,7
151,15
6,23
144,19
105,64
45,32
127,22
154,33
103,89
177,77
32,83
97,81
84,75
177,62
7,13
176,76
120,53
130,16
163,26
91,23
163,23
104,15
153,4
123,50
172,64
75,1
47,47
79,72
8,50
108,33
131,48
48,3
92,24
134,76
168,82
179,49
164,80
48,8
145,8
155,89
82,75
0,12
127,81
173,5
58,62
6,43
74,27
101,35
40,48
84,30
40,12
25,72
158,73
106,51
48,46
109,58
86,52
147,31
52,34
35,19
101,42
126,50
77,24
90,30
117,35
115,87
149,19
69,67
140,10
157,43
87,54
105,5
66,89
114,88
93,25
37,40
154,42
44,81
134,28
34,88
169,78
131,88
26,35
4,33
120,30
62,13
161,66
164,61
11,51
104,3
95,76
154,25
52,9
174,17
51,0
102,29
29,86
15,15
2,62
139,62
25,48
125,1
4,76
7,64
39,71
37,19
158,55
143,53
102,74
91,89
26,33
57,48
139,43
112,79
131,11
24,28
137,73
123,35
153,72
91,87
128,6
36,50
38,70
134,30
153,14
88,34
78,59
55,35
88,17
11,83
133,29
99,84
152,2
136,19
62,2
85,81
58,83
173,79
142,49
29,60
105,86
103,40
79,63
107,58
63,44
67,68
159,73
145,51
43,51
61,67
142,71
119,68
1,37
155,3
120,1
89,52
8,33
8,40
63,16
156,82
96,24
147,53
96,69
114,85
46,83
94,57
110,16
37,24
13,89
14,69
179,87
34,4
28,49
53,33
73,21
96,70
74,76
121,16
43,30
106,8
137,17
49,46
13,79
107,68
147,28
37,8
155,72
76,13
101,50
142,35
8,18
119,18
128,63
145,43
150,22
129,57
155,11
51,39
36,80
124,48
64,13
45,8
56,66
64,5
102,1
29,57
4,62
136,10
77,10
173,31
21,22
179,69
121,72
4,84
64,83
119,37
116,54
30,3
72,63
72,59
21,26
73,79
177,39
170,70
9,15
17,67
175,4
178,6
122,21
47,8
115,77
87,43
74,36
50,64
64,31
137,65
176,83
133,83
141,13
157,83
130,32
31,22
159,31
153,69
84,71
9,70
1,3
46,8
128,21
49,60
119,47
76,87
153,34
154,7
84,78
108,58
150,46
131,24
75,10
139,64
89,16
76,65
96,78
33,9
104,84
84,86
65,71
72,65
173,7
155,49
29,63
73,51
11,23
40,88
141,73
90,13
128,27
25,5
79,87
130,78
138,5
57,44
43,29
163,62
102,32
62,53
125,46
6,70
53,17
72,11
57,45
122,9
131,36
150,70
27,76
73,13
28,21
149,61
119,28
169,64
155,86
129,79
95,79
125,68
98,3
109,50
19,37
34,80
118,70
42,40
68,57
156,28
34,64
135,42
138,7
42,89
158,86
89,82
18,43
170,47
51,85
72,62
147,83
41,33
105,17
46,87
49,53
31,88
133,33
165,88
63,14
0,84
174,15
156,29
89,21
98,69
45,25
8,64
175,56
85,25
45,4
171,82
41,74
14,12
31,7
26,21
156,62
91,51
111,25
24,33
89,60
93,41
73,18
104,41
156,53
156,26
170,69
160,82
40,78
45,63
146,20
94,52
41,49
127,67
60,43
112,86
22,55
116,43
54,21
41,4
16,28
6,53
20,53
51,78
106,48
96,15
112,27
134,22
139,10
83,63
142,13
56,0
175,88
65,41
27,38
25,9
62,85
14,20
49,11
148,12
126,66
164,73
145,0
125,35
30,81
37,58
1,46
111,15
117,0
52,82
161,73
11,66
157,24
53,21
34,68
119,25
47,50
168,64
135,9
164,1
61,41
16,21
132,33
1,67
164,89
24,71
64,78
30,9
113,85
100,8
108,22
109,62
145,48
151,86
88,72
76,58
55,22
50,85
133,26
52,43
80,6
73,53
21,84
73,32
73,60
27,65
151,1
126,74
142,50
103,49
135,36
137,64
114,57
28,9
156,50
141,21
70,20
61,75
95,4
102,38
94,44
109,15
7,7
161,25
0,22
10,42
102,55
16,77
66,58
80,12
70,42
73,63
141,11
50,7
78,4
160,11
122,20
148,2
140,33
30,8
141,19
137,47
34,60
136,25
117,15
65,31
83,54
128,18
157,29
100,73
83,76
163,5
40,52
12,35
0,17
153,11
55,18
27,81
43,50
6,41
100,64
13,86
166,82
157,62
177,54
84,34
13,20
145,66
3,84
29,37
95,42
116,28
153,32
67,13
43,80
4,24
46,5
86,45
176,19
162,25
92,23
131,69
17,32
107,62
119,8
50,77
70,51
176,33
146,17
10,85
54,6
94,59
155,64
110,4
116,78
50,88
95,48
168,55
155,50
26,12
25,45
3,57
150,72
77,65
110,52
116,84
21,54
24,24
13,23
84,50
168,48
98,73
53,65
81,47
169,48
70,61
33,2
135,43
92,82
48,36
141,28
97,4
3,86
116,4
46,73
154,61
81,23
12,33
100,28
61,33
4,38
71,45
121,44
54,8
115,6
92,89
170,21
159,21
128,39
9,52
47,55
172,40
152,85
93,11
29,35
75,58
69,64
44,84
50,68
34,81
72,8
123,41
110,85
25,43
155,73
67,19
37,84
55,32
51,3
138,79
111,46
107,61
178,40
47,1
46,24
121,14
28,88
109,53
128,79
5,82
126,1
104,70
54,3
51,44
79,16
124,29
148,5
15,80
23,59
58,33
127,13
119,38
172,54
118,0
172,69
133,67
135,76
39,36
17,62
110,88
138,73
67,2
128,41
116,0
126,49
116,68
25,23
78,47
8,19
66,10
105,65
84,77
10,76
144,49
135,5
50,18
131,47
36,52
113,89
150,23
145,72
132,71
33,45
44,2
50,56
140,26
63,22
66,12
99,70
67,88
70,47
23,12
35,20
152,51
147,16
53,42
44,42
160,52
13,3
116,32
57,15
146,84
126,23
49,80
62,70
30,20
15,70
165,16
155,87
119,50
8,84
100,22
87,59
138,81
53,15
150,36
56,14
18,5
136,69
75,5
153,78
82,40
146,44
24,41
53,71
45,58
20,35
42,18
59,84
110,86
134,68
90,35
43,52
119,54
95,70
14,36
71,58
55,89
144,28
59,0
53,54
141,67
23,27
89,15
176,71
119,12
114,6
162,69
34,1
5,72
35,37
73,55
136,34
77,77
82,73
30,52
92,2
171,79
44,10
166,70
13,16
5,23
99,74
135,1
132,73
52,11
85,7
130,27
49,50
1,32
47,27
75,30
7,40
85,58
116,34
88,14
78,88
179,89
56,63
145,2
21,55
87,79
60,30
89,64
67,66
174,67
30,77
2,2
144,33
80,41
135,60
137,87
39,14
54,83
178,17
56,77
47,58
28,48
66,66
88,27
19,4
111,44
138,83
136,38
96,89
132,38
25,37
118,35
31,38
45,67
11,13
178,51
166,28
74,77
71,80
77,61
48,25
67,52
16,66
66,22
8,15
17,39
29,51
98,29
170,8
42,63
154,48
102,20
86,1
35,78
152,70
91,7
144,36
9,33
172,62
158,63
95,44
131,1
84,11
128,31
57,38
50,54
74,47
125,43
176,86
164,83
176,32
84,13
68,26
148,31
60,78
75,67
54,49
166,59
10,68
34,36
143,7
95,53
178,1
71,84
113,50
59,26
11,73
26,17
163,84
100,59
178,68
86,14
150,20
144,9
167,77
119,30
114,44
33,14
165,82
39,48
40,27
104,80
138,74
36,29
160,0
87,42
139,27
179,24
82,16
155,83
64,20
163,25
0,78
96,88
85,15
119,76
54,36
64,65
90,5
18,17
19,26
27,32
111,6
159,1
16,16
15,29
76,70
111,19
18,67
103,24
78,52
170,89
3,14
159,51
22,88
45,31
115,68
110,53
68,51
142,76
23,37
171,57
167,10
58,69
85,20
65,10
30,29
113,59
79,15
144,20
146,54
0,8
97,39
4,72
25,66
85,31
72,6
1,87
60,20
13,0
2,80
48,23
108,55
38,54
146,57
162,57
139,30
71,32
4,25
177,78
157,56
59,58
68,53
32,71
60,60
124,77
82,80
121,58
159,55
69,74
114,17
100,25
76,23
11,29
111,0
82,25
42,20
109,73
76,25
62,46
102,60
59,79
175,62
63,29
70,39
4,14
137,26
67,82
72,23
70,62
44,7
83,52
171,3
158,48
171,73
47,36
0,43
177,47
121,30
161,14
92,78
166,16
22,67
174,31
152,56
33,6
3,69
19,14
70,13
75,16
151,68
73,49
15,10
83,17
26,29
172,88
29,1
151,69
7,87
0,83
101,43
2,30
12,87
6,81
6,5
16,38
18,47
44,20
5,43
12,15
56,1
12,60
168,61
41,60
104,45
167,6
121,23
136,23
130,22
116,33
169,8
58,21
122,18
58,13
138,22
45,80
19,25
36,41
123,15
164,74
159,38
144,73
44,15
31,62
113,30
172,47
172,66
169,23
98,36
145,53
150,16
124,28
82,79
56,80
18,53
60,50
153,63
125,73
76,29
39,22
43,58
108,75
90,4
159,50
10,67
162,39
138,50
136,56
18,24
101,23
45,27
96,34
14,68
24,77
147,15
177,58
161,54
109,56
0,21
132,13
123,55
30,66
147,67
24,82
29,78
151,56
173,61
30,69
81,39
18,44
57,20
94,56
128,71
100,68
138,40
21,8
38,87
159,41
113,27
164,25
119,42
90,45
89,55
51,11
55,88
108,21
159,32
136,39
67,31
61,72
179,83
31,77
30,4
133,9
27,57
42,14
13,74
121,76
80,34
66,0
148,30
80,8
176,17
151,47
38,41
137,53
74,72
121,15
156,70
54,59
10,43
126,45
37,20
43,67
118,26
133,7
14,62
128,62
41,54
138,44
16,17
112,43
131,18
97,79
51,80
26,38
153,24
93,5
86,66
102,58
5,44
86,69
2,83
60,51
176,61
23,75
92,86
96,55
129,49
161,13
92,63
82,20
152,69
96,11
97,54
25,74
143,3
169,2
174,71
169,86
11,30
87,81
49,14
19,42
122,40
4,57
81,18
8,12
70,22
121,59
152,13
2,44
175,64
43,85
75,45
48,64
159,17
56,59
100,86
175,44
141,37
158,12
24,88
123,4
30,39
128,87
117,65
158,19
29,66
10,61
6,11
46,4
150,76
53,14
91,72
51,33
164,46
73,14
63,1
107,76
58,2
1,75
35,3
118,87
74,80
50,0
124,42
157,35
122,65
51,2
112,69
73,24
159,16
133,69
32,61
161,37
112,28
17,23
142,51
117,51
4,78
101,47
23,29
105,3
166,17
57,23
32,84
101,13
67,33
29,52
21,79
51,37
23,53
66,67
27,78
99,7
166,74
57,25
120,45
32,39
111,45
32,47
165,52
24,76
48,76
70,29
78,78
109,4
160,30
143,23
111,86
5,78
84,59
92,28
127,76
78,18
129,76
123,65
119,82
39,85
29,20
12,0
39,75
152,36
92,79
124,37
150,80
10,27
84,33
62,34
102,81
8,42
33,47
177,64
49,61
26,83
178,44
3,81
161,40
66,33
37,10
35,60
55,41
28,2
135,34
72,34
21,10
47,56
51,57
56,4
133,46
97,46
107,51
133,70
121,1
161,36
72,22
76,19
124,21
12,3
135,38
123,58
14,39
5,76
96,16
143,86
32,85
12,37
94,2
96,18
53,24
177,17
63,83
126,63
105,87
136,33
171,72
90,66
104,36
176,66
39,25
69,36
98,14
74,85
126,34
40,44
112,83
71,73
177,49
61,8
161,20
61,22
150,52
12,66
28,15
68,89
102,61
67,25
62,71
166,65
62,44
179,75
91,74
128,75
14,13
57,60
70,26
50,32
32,3
42,21
82,37
170,87
43,55
129,71
3,38
80,71
169,20
10,59
157,40
157,65
53,13
53,40
126,87
23,26
29,21
137,50
106,9
34,84
4,85
149,83
156,72
99,60
125,29
21,44
159,20
57,32
12,80
71,76
67,18
68,86
38,65
76,27
88,40
132,40
33,56
176,7
109,24
100,15
112,34
46,53
43,8
97,85
174,24
6,55
98,15
69,20
106,41
133,42
7,45
23,58
144,50
0,15
59,48
135,15
30,2
20,40
31,87
95,31
175,50
172,61
6,0
140,69
22,45
155,5
136,81
155,22
156,88
157,16
23,54
36,33
141,41
118,3
74,38
127,89
81,0
108,68
67,1
157,3
18,62
21,45
171,49
130,6
169,41
138,82
171,67
10,65
179,11
19,15
12,36
70,28
35,57
110,11
151,55
54,35
120,47
148,43
40,51
157,75
9,28
123,63
57,70
92,60
133,64
177,36
90,33
43,77
9,59
163,2
171,32
121,3
94,23
155,6
173,9
167,35
165,79
6,30
102,82
142,61
43,49
40,73
41,63
164,60
79,6
51,13
123,20
33,20
155,41
3,40
116,35
150,3
76,11
10,24
81,12
125,55
69,3
9,63
85,54
18,22
34,28
167,28
107,9
37,57
60,83
10,83
76,68
83,38
10,14
22,5
46,11
120,87
85,47
130,72
48,56
16,74
20,0
5,9
99,73
113,38
25,85
73,31
152,74
125,67
35,65
74,61
0,70
7,62
126,54
112,84
84,32
114,41
137,48
131,73
57,88
128,45
165,6
51,43
57,85
174,64
139,60
163,11
21,56
87,0
102,13
102,25
90,58
89,11
95,3
120,0
22,83
178,15
40,85
50,22
71,37
96,79
140,6
82,54
110,45
151,84
87,71
91,84
106,55
150,64
17,7
131,54
32,28
140,86
96,7
64,59
178,88
34,25
90,38
166,37
58,63
13,58
159,63
115,42
27,23
127,73
59,10
139,65
14,41
118,74
153,2
108,85
165,67
79,52
66,75
149,13
17,47
7,61
141,2
86,9
116,72
120,62
116,63
144,13
106,28
11,33
78,12
28,43
60,68
104,34
148,35
96,48
28,81
47,71
155,79
169,80
7,25
9,68
25,63
175,28
21,21
81,1
11,72
87,9
104,30
98,33
45,41
168,47
97,2
176,13
77,75
142,39
149,16
14,83
158,18
78,3
93,32
53,52
65,60
153,6
69,40
36,86
0,25
70,77
24,21
69,4
153,38
3,34
79,27
127,23
106,13
103,85
98,18
53,38
41,22
71,69
159,25
154,36
178,82
101,82
43,65
0,64
86,38
3,22
168,43
52,23
8,68
79,79
31,40
114,56
97,43
101,8
27,5
129,77
92,53
73,64
20,65
135,53
118,68
35,68
136,40
95,32
69,61
171,6
28,69
163,81
99,20
76,20
167,45
41,34
28,41
48,42
178,59
163,43
12,73
55,53
54,0
22,77
104,81
99,64
66,46
147,64
94,73
150,21
51,48
138,78
90,85
107,8
50,71
16,69
8,81
118,56
28,13
177,67
17,15
145,37
67,41
62,3
165,72
130,80
94,83
34,54
125,19
12,55
120,13
13,31
19,24
136,27
175,86
109,57
168,28
36,15
153,23
20,21
59,21
63,28
138,1
108,27
117,3
64,11
76,41
140,38
125,86
46,23
40,25
75,18
131,41
3,20
35,17
11,26
61,55
151,51
81,51
52,26
139,1
77,33
38,59
53,70
39,15
108,7
134,84
128,77
150,88
67,54
149,43
41,69
11,87
91,57
173,19
32,66
173,33
67,78
40,81
22,65
167,17
83,11
128,59
77,78
178,74
66,21
55,49
17,16
65,82
88,83
94,3
179,71
152,57
179,77
121,37
47,25
79,57
77,62
127,4
39,29
3,17
26,32
78,19
174,42
25,84
159,24
143,32
178,24
65,44
43,38
148,89
98,71
78,50
104,77
7,58
139,26
5,35
118,24
25,10
143,49
147,4
129,1
138,2
73,33
72,80
166,55
53,66
117,39
146,62
63,61
59,43
69,63
23,67
77,79
27,59
98,2
36,30
56,45
115,22
125,56
30,68
109,22
110,75
73,58
136,64
159,72
168,34
12,25
119,27
112,12
97,89
160,32
17,54
57,37
38,57
126,85
58,87
146,36
43,46
81,44
95,40
179,45
119,11
175,55
177,21
160,89
95,43
140,12
30,24
12,40
56,71
150,89
23,31
97,60
53,44
5,66
122,80
128,7
104,0
21,13
24,2
11,52
46,65
78,31
172,73
107,49
122,70
145,77
47,39
94,10
95,35
74,66
12,62
47,46
147,49
49,20
54,31
118,52
19,32
173,18
100,33
72,32
10,46
29,72
154,8
48,86
148,86
157,21
48,44
144,80
131,70
110,81
176,0
12,81
157,88
136,5
50,40
53,81
36,53
175,59
49,51
158,61
82,84
66,19
140,2
65,50
33,28
169,83
19,85
5,25
1,35
73,2
44,72
179,8
120,51
133,14
119,83
66,2
24,67
106,52
58,46
12,88
105,32
84,69
31,49
18,33
100,76
20,5
55,64
111,67
42,2
83,42
53,74
178,77
0,35
42,49
105,53
151,46
129,73
147,44
7,73
109,39
160,35
111,29
71,39
26,1
57,86
178,75
104,51
155,76
137,57
105,30
85,1
104,65
77,11
166,62
84,89
29,81
12,16
134,77
20,72
64,38
6,62
121,61
36,45
128,61
162,12
101,10
53,28
142,67
53,27
138,69
36,83
82,86
150,6
36,5
